DATE,DAY,MONTH,YEAR,Well,i,j,k,X,Y,Z,t,BWSAT
12/31/1977,31,12,1977,WI6,27,1,2,666500,6045500,2313,8,1.00
12/31/1977,31,12,1977,WI6,27,1,3,666500,6045500,2331,8,1.00
12/31/1977,31,12,1977,WI6,27,1,4,666500,6045500,2360,8,1.00
12/31/1977,31,12,1977,WI6,27,1,5,666500,6045500,2400,8,1.00
12/31/1977,31,12,1977,WI6,27,1,6,666500,6045500,2442,8,1.00
12/31/1977,31,12,1977,WI7,13,11,1,624500,6025500,2319,8,1.00
12/31/1977,31,12,1977,WI7,13,11,2,624500,6025500,2354,8,1.00
12/31/1977,31,12,1977,WI7,13,11,3,624500,6025500,2384,8,1.00
12/31/1977,31,12,1977,WI7,13,11,4,624500,6025500,2419,8,1.00
12/31/1977,31,12,1977,WI7,13,11,5,624500,6025500,2459,8,1.00
12/31/1977,31,12,1977,WI7,13,11,6,624500,6025500,2499,8,1.00
12/31/1977,31,12,1977,WI8,6,26,1,603500,5995500,2306,8,1.00
12/31/1977,31,12,1977,WI8,6,26,2,603500,5995500,2343,8,1.00
12/31/1977,31,12,1977,WI8,6,26,3,603500,5995500,2369,8,1.00
12/31/1977,31,12,1977,WI8,6,26,4,603500,5995500,2402,8,1.00
12/31/1977,31,12,1977,WI8,6,26,5,603500,5995500,2442,8,1.00
12/31/1977,31,12,1977,WI8,6,26,6,603500,5995500,2482,8,1.00
12/31/1978,31,12,1978,VW17,39,9,1,702500,6029500,2241,9,0.29
12/31/1978,31,12,1978,VW17,39,9,2,702500,6029500,2274,9,0.72
12/31/1978,31,12,1978,VW17,39,9,3,702500,6029500,2307,9,1.00
12/31/1978,31,12,1978,VW17,39,9,4,702500,6029500,2347,9,1.00
12/31/1978,31,12,1978,VW17,39,9,5,702500,6029500,2388,9,1.00
12/31/1978,31,12,1978,VW17,39,9,6,702500,6029500,2423,9,1.00
12/31/1978,31,12,1978,VW19,42,22,1,711500,6003500,2215,9,0.15
12/31/1978,31,12,1978,VW19,42,22,2,711500,6003500,2237,9,0.15
12/31/1978,31,12,1978,VW19,42,22,3,711500,6003500,2259,9,0.26
12/31/1978,31,12,1978,VW19,42,22,4,711500,6003500,2290,9,1.00
12/31/1978,31,12,1978,VW19,42,22,5,711500,6003500,2330,9,1.00
12/31/1978,31,12,1978,VW19,42,22,6,711500,6003500,2370,9,1.00
12/31/1978,31,12,1978,VW30,16,35,1,633500,5977500,2215,9,0.15
12/31/1978,31,12,1978,VW30,16,35,2,633500,5977500,2245,9,0.15
12/31/1978,31,12,1978,VW30,16,35,3,633500,5977500,2275,9,0.66
12/31/1978,31,12,1978,VW30,16,35,4,633500,5977500,2310,9,1.00
12/31/1978,31,12,1978,VW30,16,35,5,633500,5977500,2350,9,1.00
12/31/1978,31,12,1978,VW30,16,35,6,633500,5977500,2390,9,1.00
12/31/1978,31,12,1978,WI1,9,33,1,612500,5981500,2276,9,0.78
12/31/1978,31,12,1978,WI1,9,33,2,612500,5981500,2309,9,1.00
12/31/1978,31,12,1978,WI1,9,33,3,612500,5981500,2334,9,1.00
12/31/1978,31,12,1978,WI1,9,33,4,612500,5981500,2367,9,1.00
12/31/1978,31,12,1978,WI1,9,33,5,612500,5981500,2407,9,1.00
12/31/1978,31,12,1978,WI1,9,33,6,612500,5981500,2447,9,1.00
12/31/1978,31,12,1978,WI2,37,31,1,696500,5985500,2287,9,1.00
12/31/1978,31,12,1978,WI2,37,31,2,696500,5985500,2328,9,1.00
12/31/1978,31,12,1978,WI2,37,31,3,696500,5985500,2357,9,1.00
12/31/1978,31,12,1978,WI2,37,31,4,696500,5985500,2392,9,1.00
12/31/1978,31,12,1978,WI2,37,31,5,696500,5985500,2432,9,1.00
12/31/1978,31,12,1978,WI2,37,31,6,696500,5985500,2473,9,1.00
12/31/1978,31,12,1978,WI3,21,44,1,648500,5959500,2277,9,0.81
12/31/1978,31,12,1978,WI3,21,44,2,648500,5959500,2309,9,1.00
12/31/1978,31,12,1978,WI3,21,44,3,648500,5959500,2334,9,1.00
12/31/1978,31,12,1978,WI3,21,44,4,648500,5959500,2367,9,1.00
12/31/1978,31,12,1978,WI3,21,44,5,648500,5959500,2407,9,1.00
12/31/1978,31,12,1978,WI3,21,44,6,648500,5959500,2447,9,1.00
12/31/1978,31,12,1978,WI4,45,18,1,720500,6011500,2245,9,0.65
12/31/1978,31,12,1978,WI4,45,18,2,720500,6011500,2277,9,0.77
12/31/1978,31,12,1978,WI4,45,18,3,720500,6011500,2292,9,1.00
12/31/1978,31,12,1978,WI4,45,18,4,720500,6011500,2320,9,1.00
12/31/1978,31,12,1978,WI4,45,18,5,720500,6011500,2360,9,1.00
12/31/1978,31,12,1978,WI4,45,18,6,720500,6011500,2400,9,1.00
12/31/1978,31,12,1978,WI5,39,5,1,702500,6037500,2283,9,1.00
12/31/1978,31,12,1978,WI5,39,5,2,702500,6037500,2320,9,1.00
12/31/1978,31,12,1978,WI5,39,5,3,702500,6037500,2346,9,1.00
12/31/1978,31,12,1978,WI5,39,5,4,702500,6037500,2379,9,1.00
12/31/1978,31,12,1978,WI5,39,5,5,702500,6037500,2419,9,1.00
12/31/1978,31,12,1978,WI5,39,5,6,702500,6037500,2459,9,1.00
12/31/1978,31,12,1978,WI6,27,1,1,666500,6045500,2266,9,0.54
12/31/1978,31,12,1978,WI6,27,1,2,666500,6045500,2313,9,1.00
12/31/1978,31,12,1978,WI6,27,1,3,666500,6045500,2331,9,1.00
12/31/1978,31,12,1978,WI6,27,1,4,666500,6045500,2360,9,1.00
12/31/1978,31,12,1978,WI6,27,1,5,666500,6045500,2400,9,1.00
12/31/1978,31,12,1978,WI6,27,1,6,666500,6045500,2442,9,1.00
12/31/1978,31,12,1978,WI7,13,11,1,624500,6025500,2319,9,1.00
12/31/1978,31,12,1978,WI7,13,11,2,624500,6025500,2354,9,1.00
12/31/1978,31,12,1978,WI7,13,11,3,624500,6025500,2384,9,1.00
12/31/1978,31,12,1978,WI7,13,11,4,624500,6025500,2419,9,1.00
12/31/1978,31,12,1978,WI7,13,11,5,624500,6025500,2459,9,1.00
12/31/1978,31,12,1978,WI7,13,11,6,624500,6025500,2499,9,1.00
12/31/1978,31,12,1978,WI8,6,26,1,603500,5995500,2306,9,1.00
12/31/1978,31,12,1978,WI8,6,26,2,603500,5995500,2343,9,1.00
12/31/1978,31,12,1978,WI8,6,26,3,603500,5995500,2369,9,1.00
12/31/1978,31,12,1978,WI8,6,26,4,603500,5995500,2402,9,1.00
12/31/1978,31,12,1978,WI8,6,26,5,603500,5995500,2442,9,1.00
12/31/1978,31,12,1978,WI8,6,26,6,603500,5995500,2482,9,1.00
12/31/1979,31,12,1979,VW12,22,4,1,651500,6039500,2191,10,0.15
12/31/1979,31,12,1979,VW12,22,4,2,651500,6039500,2220,10,0.15
12/31/1979,31,12,1979,VW12,22,4,3,651500,6039500,2251,10,0.42
12/31/1979,31,12,1979,VW12,22,4,4,651500,6039500,2288,10,0.77
12/31/1979,31,12,1979,VW12,22,4,5,651500,6039500,2328,10,1.00
12/31/1979,31,12,1979,VW12,22,4,6,651500,6039500,2366,10,1.00
12/31/1979,31,12,1979,VW29,23,37,1,654500,5973500,2197,10,0.15
12/31/1979,31,12,1979,VW29,23,37,2,654500,5973500,2226,10,0.15
12/31/1979,31,12,1979,VW29,23,37,3,654500,5973500,2257,10,0.22
12/31/1979,31,12,1979,VW29,23,37,4,654500,5973500,2293,10,1.00
12/31/1979,31,12,1979,VW29,23,37,5,654500,5973500,2333,10,1.00
12/31/1979,31,12,1979,VW29,23,37,6,654500,5973500,2372,10,1.00
12/31/1979,31,12,1979,WI1,9,33,1,612500,5981500,2276,10,0.78
12/31/1979,31,12,1979,WI1,9,33,2,612500,5981500,2309,10,1.00
12/31/1979,31,12,1979,WI1,9,33,3,612500,5981500,2334,10,1.00
12/31/1979,31,12,1979,WI1,9,33,4,612500,5981500,2367,10,1.00
12/31/1979,31,12,1979,WI1,9,33,5,612500,5981500,2407,10,1.00
12/31/1979,31,12,1979,WI1,9,33,6,612500,5981500,2447,10,1.00
12/31/1979,31,12,1979,WI2,37,31,1,696500,5985500,2287,10,1.00
12/31/1979,31,12,1979,WI2,37,31,2,696500,5985500,2328,10,1.00
12/31/1979,31,12,1979,WI2,37,31,3,696500,5985500,2357,10,1.00
12/31/1979,31,12,1979,WI2,37,31,4,696500,5985500,2392,10,1.00
12/31/1979,31,12,1979,WI2,37,31,5,696500,5985500,2432,10,1.00
12/31/1979,31,12,1979,WI2,37,31,6,696500,5985500,2473,10,1.00
12/31/1979,31,12,1979,WI3,21,44,1,648500,5959500,2277,10,0.81
12/31/1979,31,12,1979,WI3,21,44,2,648500,5959500,2309,10,1.00
12/31/1979,31,12,1979,WI3,21,44,3,648500,5959500,2334,10,1.00
12/31/1979,31,12,1979,WI3,21,44,4,648500,5959500,2367,10,1.00
12/31/1979,31,12,1979,WI3,21,44,5,648500,5959500,2407,10,1.00
12/31/1979,31,12,1979,WI3,21,44,6,648500,5959500,2447,10,1.00
12/31/1979,31,12,1979,WI4,45,18,1,720500,6011500,2245,10,0.65
12/31/1979,31,12,1979,WI4,45,18,2,720500,6011500,2277,10,0.77
12/31/1979,31,12,1979,WI4,45,18,3,720500,6011500,2292,10,1.00
12/31/1979,31,12,1979,WI4,45,18,4,720500,6011500,2320,10,1.00
12/31/1979,31,12,1979,WI4,45,18,5,720500,6011500,2360,10,1.00
12/31/1979,31,12,1979,WI4,45,18,6,720500,6011500,2400,10,1.00
12/31/1979,31,12,1979,WI5,39,5,1,702500,6037500,2283,10,1.00
12/31/1979,31,12,1979,WI5,39,5,2,702500,6037500,2320,10,1.00
12/31/1979,31,12,1979,WI5,39,5,3,702500,6037500,2346,10,1.00
12/31/1979,31,12,1979,WI5,39,5,4,702500,6037500,2379,10,1.00
12/31/1979,31,12,1979,WI5,39,5,5,702500,6037500,2419,10,1.00
12/31/1979,31,12,1979,WI5,39,5,6,702500,6037500,2459,10,1.00
12/31/1979,31,12,1979,WI6,27,1,1,666500,6045500,2266,10,0.55
12/31/1979,31,12,1979,WI6,27,1,2,666500,6045500,2313,10,1.00
12/31/1979,31,12,1979,WI6,27,1,3,666500,6045500,2331,10,1.00
12/31/1979,31,12,1979,WI6,27,1,4,666500,6045500,2360,10,1.00
12/31/1979,31,12,1979,WI6,27,1,5,666500,6045500,2400,10,1.00
12/31/1979,31,12,1979,WI6,27,1,6,666500,6045500,2442,10,1.00
12/31/1979,31,12,1979,WI7,13,11,1,624500,6025500,2319,10,1.00
12/31/1979,31,12,1979,WI7,13,11,2,624500,6025500,2354,10,1.00
12/31/1979,31,12,1979,WI7,13,11,3,624500,6025500,2384,10,1.00
12/31/1979,31,12,1979,WI7,13,11,4,624500,6025500,2419,10,1.00
12/31/1979,31,12,1979,WI7,13,11,5,624500,6025500,2459,10,1.00
12/31/1979,31,12,1979,WI7,13,11,6,624500,6025500,2499,10,1.00
12/31/1979,31,12,1979,WI8,6,26,1,603500,5995500,2306,10,1.00
12/31/1979,31,12,1979,WI8,6,26,2,603500,5995500,2343,10,1.00
12/31/1979,31,12,1979,WI8,6,26,3,603500,5995500,2369,10,1.00
12/31/1979,31,12,1979,WI8,6,26,4,603500,5995500,2402,10,1.00
12/31/1979,31,12,1979,WI8,6,26,5,603500,5995500,2442,10,1.00
12/31/1979,31,12,1979,WI8,6,26,6,603500,5995500,2482,10,1.00
12/31/1980,31,12,1980,VW29,23,37,1,654500,5973500,2197,11,0.15
12/31/1980,31,12,1980,VW29,23,37,2,654500,5973500,2226,11,0.15
12/31/1980,31,12,1980,VW29,23,37,3,654500,5973500,2257,11,0.24
12/31/1980,31,12,1980,VW29,23,37,4,654500,5973500,2293,11,1.00
12/31/1980,31,12,1980,VW29,23,37,5,654500,5973500,2333,11,1.00
12/31/1980,31,12,1980,VW29,23,37,6,654500,5973500,2372,11,1.00
12/31/1980,31,12,1980,WI1,9,33,1,612500,5981500,2276,11,0.78
12/31/1980,31,12,1980,WI1,9,33,2,612500,5981500,2309,11,1.00
12/31/1980,31,12,1980,WI1,9,33,3,612500,5981500,2334,11,1.00
12/31/1980,31,12,1980,WI1,9,33,4,612500,5981500,2367,11,1.00
12/31/1980,31,12,1980,WI1,9,33,5,612500,5981500,2407,11,1.00
12/31/1980,31,12,1980,WI1,9,33,6,612500,5981500,2447,11,1.00
12/31/1980,31,12,1980,WI2,37,31,1,696500,5985500,2287,11,1.00
12/31/1980,31,12,1980,WI2,37,31,2,696500,5985500,2328,11,1.00
12/31/1980,31,12,1980,WI2,37,31,3,696500,5985500,2357,11,1.00
12/31/1980,31,12,1980,WI2,37,31,4,696500,5985500,2392,11,1.00
12/31/1980,31,12,1980,WI2,37,31,5,696500,5985500,2432,11,1.00
12/31/1980,31,12,1980,WI2,37,31,6,696500,5985500,2473,11,1.00
12/31/1980,31,12,1980,WI3,21,44,1,648500,5959500,2277,11,0.81
12/31/1980,31,12,1980,WI3,21,44,2,648500,5959500,2309,11,1.00
12/31/1980,31,12,1980,WI3,21,44,3,648500,5959500,2334,11,1.00
12/31/1980,31,12,1980,WI3,21,44,4,648500,5959500,2367,11,1.00
12/31/1980,31,12,1980,WI3,21,44,5,648500,5959500,2407,11,1.00
12/31/1980,31,12,1980,WI3,21,44,6,648500,5959500,2447,11,1.00
12/31/1980,31,12,1980,WI4,45,18,1,720500,6011500,2245,11,0.66
12/31/1980,31,12,1980,WI4,45,18,2,720500,6011500,2277,11,0.77
12/31/1980,31,12,1980,WI4,45,18,3,720500,6011500,2292,11,1.00
12/31/1980,31,12,1980,WI4,45,18,4,720500,6011500,2320,11,1.00
12/31/1980,31,12,1980,WI4,45,18,5,720500,6011500,2360,11,1.00
12/31/1980,31,12,1980,WI4,45,18,6,720500,6011500,2400,11,1.00
12/31/1980,31,12,1980,WI5,39,5,1,702500,6037500,2283,11,1.00
12/31/1980,31,12,1980,WI5,39,5,2,702500,6037500,2320,11,1.00
12/31/1980,31,12,1980,WI5,39,5,3,702500,6037500,2346,11,1.00
12/31/1980,31,12,1980,WI5,39,5,4,702500,6037500,2379,11,1.00
12/31/1980,31,12,1980,WI5,39,5,5,702500,6037500,2419,11,1.00
12/31/1980,31,12,1980,WI5,39,5,6,702500,6037500,2459,11,1.00
12/31/1980,31,12,1980,WI6,27,1,1,666500,6045500,2266,11,0.56
12/31/1980,31,12,1980,WI6,27,1,2,666500,6045500,2313,11,1.00
12/31/1980,31,12,1980,WI6,27,1,3,666500,6045500,2331,11,1.00
12/31/1980,31,12,1980,WI6,27,1,4,666500,6045500,2360,11,1.00
12/31/1980,31,12,1980,WI6,27,1,5,666500,6045500,2400,11,1.00
12/31/1980,31,12,1980,WI6,27,1,6,666500,6045500,2442,11,1.00
12/31/1980,31,12,1980,WI7,13,11,1,624500,6025500,2319,11,1.00
12/31/1980,31,12,1980,WI7,13,11,2,624500,6025500,2354,11,1.00
12/31/1980,31,12,1980,WI7,13,11,3,624500,6025500,2384,11,1.00
12/31/1980,31,12,1980,WI7,13,11,4,624500,6025500,2419,11,1.00
12/31/1980,31,12,1980,WI7,13,11,5,624500,6025500,2459,11,1.00
12/31/1980,31,12,1980,WI7,13,11,6,624500,6025500,2499,11,1.00
12/31/1980,31,12,1980,WI8,6,26,1,603500,5995500,2306,11,1.00
12/31/1980,31,12,1980,WI8,6,26,2,603500,5995500,2343,11,1.00
12/31/1980,31,12,1980,WI8,6,26,3,603500,5995500,2369,11,1.00
12/31/1980,31,12,1980,WI8,6,26,4,603500,5995500,2402,11,1.00
12/31/1980,31,12,1980,WI8,6,26,5,603500,5995500,2442,11,1.00
12/31/1980,31,12,1980,WI8,6,26,6,603500,5995500,2482,11,1.00
12/31/1981,31,12,1981,VW36,15,21,1,630500,6005500,2159,12,0.15
12/31/1981,31,12,1981,VW36,15,21,2,630500,6005500,2187,12,0.15
12/31/1981,31,12,1981,VW36,15,21,3,630500,6005500,2222,12,0.15
12/31/1981,31,12,1981,VW36,15,21,4,630500,6005500,2263,12,0.33
12/31/1981,31,12,1981,VW36,15,21,5,630500,6005500,2306,12,1.00
12/31/1981,31,12,1981,VW36,15,21,6,630500,6005500,2343,12,1.00
12/31/1981,31,12,1981,VW39,13,13,1,624500,6021500,2227,12,0.43
12/31/1981,31,12,1981,VW39,13,13,2,624500,6021500,2258,12,0.74
12/31/1981,31,12,1981,VW39,13,13,3,624500,6021500,2290,12,0.86
12/31/1981,31,12,1981,VW39,13,13,4,624500,6021500,2329,12,1.00
12/31/1981,31,12,1981,VW39,13,13,5,624500,6021500,2369,12,1.00
12/31/1981,31,12,1981,VW39,13,13,6,624500,6021500,2406,12,1.00
12/31/1981,31,12,1981,VW7,18,30,1,639500,5987500,2153,12,0.15
12/31/1981,31,12,1981,VW7,18,30,2,639500,5987500,2181,12,0.15
12/31/1981,31,12,1981,VW7,18,30,3,639500,5987500,2216,12,0.15
12/31/1981,31,12,1981,VW7,18,30,4,639500,5987500,2258,12,0.29
12/31/1981,31,12,1981,VW7,18,30,5,639500,5987500,2300,12,1.00
12/31/1981,31,12,1981,VW7,18,30,6,639500,5987500,2336,12,1.00
12/31/1981,31,12,1981,WI1,9,33,1,612500,5981500,2276,12,0.78
12/31/1981,31,12,1981,WI1,9,33,2,612500,5981500,2309,12,1.00
12/31/1981,31,12,1981,WI1,9,33,3,612500,5981500,2334,12,1.00
12/31/1981,31,12,1981,WI1,9,33,4,612500,5981500,2367,12,1.00
12/31/1981,31,12,1981,WI1,9,33,5,612500,5981500,2407,12,1.00
12/31/1981,31,12,1981,WI1,9,33,6,612500,5981500,2447,12,1.00
12/31/1981,31,12,1981,WI2,37,31,1,696500,5985500,2287,12,1.00
12/31/1981,31,12,1981,WI2,37,31,2,696500,5985500,2328,12,1.00
12/31/1981,31,12,1981,WI2,37,31,3,696500,5985500,2357,12,1.00
12/31/1981,31,12,1981,WI2,37,31,4,696500,5985500,2392,12,1.00
12/31/1981,31,12,1981,WI2,37,31,5,696500,5985500,2432,12,1.00
12/31/1981,31,12,1981,WI2,37,31,6,696500,5985500,2473,12,1.00
12/31/1981,31,12,1981,WI3,21,44,1,648500,5959500,2277,12,0.81
12/31/1981,31,12,1981,WI3,21,44,2,648500,5959500,2309,12,1.00
12/31/1981,31,12,1981,WI3,21,44,3,648500,5959500,2334,12,1.00
12/31/1981,31,12,1981,WI3,21,44,4,648500,5959500,2367,12,1.00
12/31/1981,31,12,1981,WI3,21,44,5,648500,5959500,2407,12,1.00
12/31/1981,31,12,1981,WI3,21,44,6,648500,5959500,2447,12,1.00
12/31/1981,31,12,1981,WI4,45,18,1,720500,6011500,2245,12,0.66
12/31/1981,31,12,1981,WI4,45,18,2,720500,6011500,2277,12,0.77
12/31/1981,31,12,1981,WI4,45,18,3,720500,6011500,2292,12,1.00
12/31/1981,31,12,1981,WI4,45,18,4,720500,6011500,2320,12,1.00
12/31/1981,31,12,1981,WI4,45,18,5,720500,6011500,2360,12,1.00
12/31/1981,31,12,1981,WI4,45,18,6,720500,6011500,2400,12,1.00
12/31/1981,31,12,1981,WI5,39,5,1,702500,6037500,2283,12,1.00
12/31/1981,31,12,1981,WI5,39,5,2,702500,6037500,2320,12,1.00
12/31/1981,31,12,1981,WI5,39,5,3,702500,6037500,2346,12,1.00
12/31/1981,31,12,1981,WI5,39,5,4,702500,6037500,2379,12,1.00
12/31/1981,31,12,1981,WI5,39,5,5,702500,6037500,2419,12,1.00
12/31/1981,31,12,1981,WI5,39,5,6,702500,6037500,2459,12,1.00
12/31/1981,31,12,1981,WI6,27,1,1,666500,6045500,2266,12,0.56
12/31/1981,31,12,1981,WI6,27,1,2,666500,6045500,2313,12,1.00
12/31/1981,31,12,1981,WI6,27,1,3,666500,6045500,2331,12,1.00
12/31/1981,31,12,1981,WI6,27,1,4,666500,6045500,2360,12,1.00
12/31/1981,31,12,1981,WI6,27,1,5,666500,6045500,2400,12,1.00
12/31/1981,31,12,1981,WI6,27,1,6,666500,6045500,2442,12,1.00
12/31/1981,31,12,1981,WI7,13,11,1,624500,6025500,2319,12,1.00
12/31/1981,31,12,1981,WI7,13,11,2,624500,6025500,2354,12,1.00
12/31/1981,31,12,1981,WI7,13,11,3,624500,6025500,2384,12,1.00
12/31/1981,31,12,1981,WI7,13,11,4,624500,6025500,2419,12,1.00
12/31/1981,31,12,1981,WI7,13,11,5,624500,6025500,2459,12,1.00
12/31/1981,31,12,1981,WI7,13,11,6,624500,6025500,2499,12,1.00
12/31/1981,31,12,1981,WI8,6,26,1,603500,5995500,2306,12,1.00
12/31/1981,31,12,1981,WI8,6,26,2,603500,5995500,2343,12,1.00
12/31/1981,31,12,1981,WI8,6,26,3,603500,5995500,2369,12,1.00
12/31/1981,31,12,1981,WI8,6,26,4,603500,5995500,2402,12,1.00
12/31/1981,31,12,1981,WI8,6,26,5,603500,5995500,2442,12,1.00
12/31/1981,31,12,1981,WI8,6,26,6,603500,5995500,2482,12,1.00
12/31/1982,31,12,1982,VW13,28,8,1,669500,6031500,2131,13,0.15
12/31/1982,31,12,1982,VW13,28,8,2,669500,6031500,2158,13,0.15
12/31/1982,31,12,1982,VW13,28,8,3,669500,6031500,2193,13,0.15
12/31/1982,31,12,1982,VW13,28,8,4,669500,6031500,2236,13,0.33
12/31/1982,31,12,1982,VW13,28,8,5,669500,6031500,2278,13,0.83
12/31/1982,31,12,1982,VW13,28,8,6,669500,6031500,2312,13,1.00
12/31/1982,31,12,1982,VW20,38,22,1,699500,6003500,2164,13,0.15
12/31/1982,31,12,1982,VW20,38,22,2,699500,6003500,2187,13,0.15
12/31/1982,31,12,1982,VW20,38,22,3,699500,6003500,2219,13,0.15
12/31/1982,31,12,1982,VW20,38,22,4,699500,6003500,2258,13,0.34
12/31/1982,31,12,1982,VW20,38,22,5,699500,6003500,2300,13,1.00
12/31/1982,31,12,1982,VW20,38,22,6,699500,6003500,2337,13,1.00
12/31/1982,31,12,1982,VW25,27,28,1,666500,5991500,2125,13,0.15
12/31/1982,31,12,1982,VW25,27,28,2,666500,5991500,2150,13,0.15
12/31/1982,31,12,1982,VW25,27,28,3,666500,5991500,2185,13,0.15
12/31/1982,31,12,1982,VW25,27,28,4,666500,5991500,2219,13,0.37
12/31/1982,31,12,1982,VW25,27,28,5,666500,5991500,2236,13,0.70
12/31/1982,31,12,1982,VW25,27,28,6,666500,5991500,2238,13,0.70
12/31/1982,31,12,1982,VW27,30,33,1,675500,5981500,2144,13,0.15
12/31/1982,31,12,1982,VW27,30,33,2,675500,5981500,2171,13,0.15
12/31/1982,31,12,1982,VW27,30,33,3,675500,5981500,2206,13,0.15
12/31/1982,31,12,1982,VW27,30,33,4,675500,5981500,2249,13,0.33
12/31/1982,31,12,1982,VW27,30,33,5,675500,5981500,2291,13,1.00
12/31/1982,31,12,1982,VW27,30,33,6,675500,5981500,2325,13,1.00
12/31/1982,31,12,1982,VW9,13,20,1,624500,6007500,2176,13,0.15
12/31/1982,31,12,1982,VW9,13,20,2,624500,6007500,2205,13,0.15
12/31/1982,31,12,1982,VW9,13,20,3,624500,6007500,2237,13,0.26
12/31/1982,31,12,1982,VW9,13,20,4,624500,6007500,2275,13,0.72
12/31/1982,31,12,1982,VW9,13,20,5,624500,6007500,2316,13,1.00
12/31/1982,31,12,1982,VW9,13,20,6,624500,6007500,2354,13,1.00
12/31/1982,31,12,1982,WI1,9,33,1,612500,5981500,2276,13,0.78
12/31/1982,31,12,1982,WI1,9,33,2,612500,5981500,2309,13,1.00
12/31/1982,31,12,1982,WI1,9,33,3,612500,5981500,2334,13,1.00
12/31/1982,31,12,1982,WI1,9,33,4,612500,5981500,2367,13,1.00
12/31/1982,31,12,1982,WI1,9,33,5,612500,5981500,2407,13,1.00
12/31/1982,31,12,1982,WI1,9,33,6,612500,5981500,2447,13,1.00
12/31/1982,31,12,1982,WI2,37,31,1,696500,5985500,2287,13,1.00
12/31/1982,31,12,1982,WI2,37,31,2,696500,5985500,2328,13,1.00
12/31/1982,31,12,1982,WI2,37,31,3,696500,5985500,2357,13,1.00
12/31/1982,31,12,1982,WI2,37,31,4,696500,5985500,2392,13,1.00
12/31/1982,31,12,1982,WI2,37,31,5,696500,5985500,2432,13,1.00
12/31/1982,31,12,1982,WI2,37,31,6,696500,5985500,2473,13,1.00
12/31/1982,31,12,1982,WI3,21,44,1,648500,5959500,2277,13,0.81
12/31/1982,31,12,1982,WI3,21,44,2,648500,5959500,2309,13,1.00
12/31/1982,31,12,1982,WI3,21,44,3,648500,5959500,2334,13,1.00
12/31/1982,31,12,1982,WI3,21,44,4,648500,5959500,2367,13,1.00
12/31/1982,31,12,1982,WI3,21,44,5,648500,5959500,2407,13,1.00
12/31/1982,31,12,1982,WI3,21,44,6,648500,5959500,2447,13,1.00
12/31/1982,31,12,1982,WI4,45,18,1,720500,6011500,2245,13,0.66
12/31/1982,31,12,1982,WI4,45,18,2,720500,6011500,2277,13,0.78
12/31/1982,31,12,1982,WI4,45,18,3,720500,6011500,2292,13,1.00
12/31/1982,31,12,1982,WI4,45,18,4,720500,6011500,2320,13,1.00
12/31/1982,31,12,1982,WI4,45,18,5,720500,6011500,2360,13,1.00
12/31/1982,31,12,1982,WI4,45,18,6,720500,6011500,2400,13,1.00
12/31/1982,31,12,1982,WI5,39,5,1,702500,6037500,2283,13,1.00
12/31/1982,31,12,1982,WI5,39,5,2,702500,6037500,2320,13,1.00
12/31/1982,31,12,1982,WI5,39,5,3,702500,6037500,2346,13,1.00
12/31/1982,31,12,1982,WI5,39,5,4,702500,6037500,2379,13,1.00
12/31/1982,31,12,1982,WI5,39,5,5,702500,6037500,2419,13,1.00
12/31/1982,31,12,1982,WI5,39,5,6,702500,6037500,2459,13,1.00
12/31/1982,31,12,1982,WI6,27,1,1,666500,6045500,2266,13,0.57
12/31/1982,31,12,1982,WI6,27,1,2,666500,6045500,2313,13,1.00
12/31/1982,31,12,1982,WI6,27,1,3,666500,6045500,2331,13,1.00
12/31/1982,31,12,1982,WI6,27,1,4,666500,6045500,2360,13,1.00
12/31/1982,31,12,1982,WI6,27,1,5,666500,6045500,2400,13,1.00
12/31/1982,31,12,1982,WI6,27,1,6,666500,6045500,2442,13,1.00
12/31/1982,31,12,1982,WI7,13,11,1,624500,6025500,2319,13,1.00
12/31/1982,31,12,1982,WI7,13,11,2,624500,6025500,2354,13,1.00
12/31/1982,31,12,1982,WI7,13,11,3,624500,6025500,2384,13,1.00
12/31/1982,31,12,1982,WI7,13,11,4,624500,6025500,2419,13,1.00
12/31/1982,31,12,1982,WI7,13,11,5,624500,6025500,2459,13,1.00
12/31/1982,31,12,1982,WI7,13,11,6,624500,6025500,2499,13,1.00
12/31/1982,31,12,1982,WI8,6,26,1,603500,5995500,2306,13,1.00
12/31/1982,31,12,1982,WI8,6,26,2,603500,5995500,2343,13,1.00
12/31/1982,31,12,1982,WI8,6,26,3,603500,5995500,2369,13,1.00
12/31/1982,31,12,1982,WI8,6,26,4,603500,5995500,2402,13,1.00
12/31/1982,31,12,1982,WI8,6,26,5,603500,5995500,2442,13,1.00
12/31/1982,31,12,1982,WI8,6,26,6,603500,5995500,2482,13,1.00
12/31/1983,31,12,1983,VW21,34,22,1,687500,6003500,2126,14,0.15
12/31/1983,31,12,1983,VW21,34,22,2,687500,6003500,2152,14,0.15
12/31/1983,31,12,1983,VW21,34,22,3,687500,6003500,2187,14,0.15
12/31/1983,31,12,1983,VW21,34,22,4,687500,6003500,2229,14,0.15
12/31/1983,31,12,1983,VW21,34,22,5,687500,6003500,2268,14,0.57
12/31/1983,31,12,1983,VW21,34,22,6,687500,6003500,2295,14,0.97
12/31/1983,31,12,1983,VW7,18,30,1,639500,5987500,2153,14,0.15
